#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-04-28T15:02:45 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ644bdffe11d3b8	
#INFO	-out.max=99999	
#INFO	queryParameters=13	
#-oc.form=dec
#-out.max=99999
#-nav=cat:VIII/99&tab:{VIII/99/radio}&key:source=VIII/99/radio&HTTPPRM:&
#-source=VIII/99/radio
#-order=I
#-out=Seq
#-out=Freq
#-out=l_Smax
#-out=Smax
#-out=l_Smin
#-out=Smin
#-out=r_Smax
#-out=Notes
#

#RESOURCE=yCat_8099
#Name: VIII/99
#Title: Catalogue of Radio Stars (Wendker, 2001)
#Table	VIII_99_radio:
#Name: VIII/99/radio
#Title: Radio data
#Column	Seq	(I4)	[1/3699] Star number, as in file "stars"	[ucd=meta.record]
#Column	Freq	(I6)	Frequency of radio measurement	[ucd=em.freq]
#Column	l_Smax	(A1)	Limit flag on Smax	[ucd=meta.code.error]
#Column	Smax	(F10.3)	Maximum Flux at Freq	[ucd=phot.flux.density;em.radio]
#Column	l_Smin	(A1)	Limit flag on Smin	[ucd=meta.code.error]
#Column	Smin	(F10.3)	Minimum Flux at Freq	[ucd=phot.flux.density;em.radio]
#Column	r_Smax	(I4)	? Reference of Fluxes (details in "refs.dat") [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	Notes	(a56)	Remarks and notes about the radio flux	[ucd=meta.note]
Seq	Freq	l_Smax	Smax	l_Smin	Smin	r_Smax	Notes
3303	  3900	<	    21.000	 	     0.000	1392	  03-04/97;
3303	  4860	 	     1.700	 	     0.000	 516	  04/84;
3303	  4885	 	     1.600	 	     0.000	 307	  09/79;
3303	  4885	 	     2.070	 	     1.980	 707	  3 obs. 10/81-04/83;
3303	  4995	 	     3.500	 	     0.000	 134	  11/72-05/73;
3303	  7700	<	    30.000	 	     0.000	1392	  03-04/97;
3303	  8085	<	    50.000	 	     0.000	  51	  /71;
3303	 11200	<	    30.000	 	     0.000	1392	  03-04/97;
3303	 14940	 	     3.700	 	     0.000	 516	  04/84;
3303	 14970	 	     4.500	 	     3.700	 707	  3 obs. 10/81-04/83;
3303	 21700	<	   110.000	 	     0.000	1392	  03-04/97;
3303	 22490	 	     5.400	 	     0.000	 707	  04/83;
3303	250000	 	    29.000	 	     0.000	 950	  12/86-01/87;
3304	  2380	<	     5.000	 	     0.000	 504	  05/83;
3305	  1400	<	     0.600	 	     0.000	1161	  02/94; intended companion pulsar search;
3305	  4860	<	     0.200	 	     0.000	 692	  03/84;
3306	  1400	 	     3.500	 	     2.000	1368	  2 obs. 05-06/98;
3306	  1400	<	     1.000	 	     0.000	1305	  04/95; NVSS; quoted by (1368);
3306	  4885	 	     3.000	 	     1.500	1368	  2 obs. 05-06/98;
3306	  8440	 	     1.600	 	     0.000	1368	  06/98;
3306	 15000	 	     3.200	<	     0.900	1369	  4 obs. 05-06/98;
3307	  4885	<	     0.168	 	     0.000	 951	  07/90;
3307	  8400	<	     0.144	 	     0.000	 951	  07/90;
3307	 10600	<	    25.000	 	     0.000	 203	  03/74;
3308	  2695	<	    10.000	 	     0.000	 212	  /75;
3308	  8085	<	    10.000	 	     0.000	 212	  /75;
3309	  4885	 	     0.360	 	     0.000	 626	  09/85;
3309	250000	<	    13.000	 	     0.000	 950	  03/89;
3310	  4860	<	     1.000	 	     0.000	 678	  09/86-03/87;
3311	  8450	<	     0.240	 	     0.000	1278	  09/94;
3312	  4885	 	     0.370	 	     0.000	 358	  07/80;
3312	250000	<	    10.000	 	     0.000	 950	  12/87-01/88;
3313	 14965	<	     1.800	 	     0.000	 703	  09/86-04/87;
3314	 10600	<	    25.000	 	     0.000	 203	  03/74;
3314	 10690	<	     5.000	 	     0.000	 155	  06/73;
3315	  4850	<	     0.210	 	     0.000	 803	  10/87;
3316	  4850	<	     0.150	 	     0.000	 803	  10/87;
3316	 10600	<	    25.000	 	     0.000	 203	  05/73;
3316	250000	<	    12.000	 	     0.000	 950	  03/89;
3317	  8400	<	     5.800	 	     0.000	 617	  10 obs. 81-84;
3318	  2700	<	    50.000	 	     0.000	 351	  04/74-06/78;
3318	  8100	<	    20.000	 	     0.000	 351	  04/74-06/78;
3318	 10600	<	    40.000	 	     0.000	 351	  72-79;
3319	  5000	<	     2.700	<	     3.400	 669	  08-09/86-07/87;
3320	  8400	<	     7.200	 	     0.000	 714	  11 obs. 02/87-07/88;
3321	  1465	<	     5.600	 	     0.000	 463	  03/83;
3321	  4885	 	     0.600	 	     0.000	 358	  07/80;
3321	  4885	<	     0.800	 	     0.000	 463	  03/83;
3321	 10650	<	   270.000	 	     0.000	 463	  02/83;
3321	 14965	<	     5.100	 	     0.000	 463	  03/83;
3321	250000	 	    12.000	 	     0.000	 950	  12/87-01/88;
3322	  8400	<	     5.200	 	     0.000	 714	  11 obs. 02/87-07/88;
3323	 10600	 	    21.000	 	     0.000	 351	  /72-79;
3324	  1465	 	     3.600	 	     0.000	 376	  10/80;
3324	  1465	 	     2.300	 	     0.000	 495	  08/83;
3324	  1490	 	     3.000	 	     0.000	 692	  05/83;
3324	  2695	<	     4.000	 	     0.000	  91	  /71;
3324	  2695	 	    55.000	 	     0.000	 394	  /72; extended emission;
3324	  4750	 	    25.500	 	     0.000	 394	  /81; extended emission;
3324	  4850	 	     6.500	 	     0.000	1278	  10/94;
3324	  4885	 	    10.800	 	     0.000	 308	  11/78;
3324	  4885	 	     5.700	 	     0.200	 343	  05/80;
3324	  4885	 	     7.000	 	     5.000	 344	  2 obs. 02/78-12/79;
3324	  4885	 	     7.200	 	     6.900	 376	  3 obs. 12/79-12/80;
3324	  4885	 	     9.500	 	     0.000	 389	  04/81; resolved; diameter 0.12'';
3324	  4885	 	     8.300	 	     1.600	 491	  12 obs. 06/80-06/82; part of data in (692);
3324	  4885	 	     7.000	 	     0.000	 495	  08/83;
3324	  4885	 	    13.000	 	     6.500	1138	  43 obs. 09/86-01/93;
3324	  4885	 	     9.130	 	     5.650	1139	  2 obs. 04/94-04/95;
3324	  4995	 	     9.000	 	     0.000	  91	  2 obs. 10/72-06/73; averaged;
3324	  4995	 	    32.000	 	     0.000	 394	  /72; extended emission;
3324	  5000	 	    11.400	 	     5.500	1138	  30 obs. 10-12/90; plus MERLIN maps;
3324	  5000	 	     4.760	 	     3.800	1213	  2 obs. 06-08/92; MERLIN maps, wind partially resolved;
3324	  8440	 	    12.180	 	     9.410	1139	  2 obs. 04/94-04/95;
3324	  8450	 	    10.700	 	     0.000	1278	  10/94;
3324	 10600	 	     8.000	 	     0.000	 351	  /72-79;
3324	 10600	<	    25.000	 	     0.000	 203	  12/72;
3324	 10680	 	    15.000	 	     0.000	  91	  5 obs. 10/72-06/73; averaged;
3324	 14940	 	    16.600	 	     0.000	 692	  05/83;
3324	 14950	 	    17.300	 	     0.000	1278	  10/94;
3324	 14965	 	    17.500	 	    16.800	 495	  2 obs. 08-10/83; resolved;
3324	 14965	 	    24.000	 	    15.000	1138	  36 obs. 09/86-01/93;
3324	 14965	 	    16.600	 	     0.000	1139	  04/95;
3324	 15035	 	    13.600	 	     0.000	 376	  10/80;
3324	 43000	 	    33.800	 	    27.400	1139	  2 obs. 04/94-04/95;
3324	 90000	 	    82.000	 	     0.000	 183	  12/75;
3324	 90000	 	   111.000	 	     0.000	 950	  01/87;
3324	250000	 	   146.000	 	     0.000	 950	  2 obs. 12/86-01/88;
3325	  4860	<	     0.270	 	     0.000	 692	  /?;
3326	  4860	<	     0.420	 	     0.000	 692	  /?;
3327	  2695	<	     2.000	 	     0.000	 199	  10/75;
3327	  4885	 	     0.280	 	     0.000	 358	  07/80;
3327	  4885	<	     1.000	 	     0.000	 515	  09/83;
3327	  8085	<	     2.000	 	     0.000	 199	  10/75;
3327	250000	<	     8.000	 	     0.000	 950	  12/87-01/88;
3328	  4885	 	     0.260	 	     0.000	1358	  10/97;
3328	  8440	 	     0.450	 	     0.000	1358	  10/97;
3328	  8450	 	     0.070	 	     0.000	1212	  10/96;
3328	 14965	 	     0.320	 	     0.000	1358	  10/97;
3329	  2695	<	    15.000	 	     0.000	 156	  09/73;
3329	  4860	 	     0.380	 	     0.000	 952	  02/91;
3329	  5000	<	     7.000	 	     0.000	 155	  07/73;
3329	  8085	<	    15.000	 	     0.000	 156	  09/73;
3329	  8440	 	     0.350	 	     0.320	 952	  2 obs. 02/90-02/91;
3329	  8440	<	     0.240	 	     0.000	1045	  11/92;
3329	 10690	<	    10.000	 	     0.000	 155	  08/73;
3329	 14940	<	     0.350	 	     0.000	 952	  02/91;
3329	 15000	<	     6.000	 	     0.000	 368	  10/79;
3329	 22200	<	     6.000	 	     0.000	1045	  11/92;
3329	 22500	<	    50.000	 	     0.000	 563	  02/78;
3329	 23000	<	     4.000	 	     0.000	 368	  10/80;
3329	109800	<	    15.000	 	     0.000	1226	  01-02/92;
3329	275000	 	   500.000	 	     0.000	1274	  ?/92;
3329	236000	<	    54.000	 	     0.000	1297	  02/95-03/97; no separation from extended emission;
3330	  5000	<	     7.000	 	     0.000	 155	  08/73;
3330	  8440	<	     0.240	 	     0.000	1045	  11/92;
3330	 10690	<	    10.000	 	     0.000	 155	  07/73;
3330	 22200	<	     6.000	 	     0.000	1045	  11/92;
3330	109800	<	    16.800	 	     0.000	1226	  01-02/92;
3330	236000	<	    81.000	 	     0.000	1297	  02/95-03/97; no separation from extended emission;
3331	  4885	<	     0.170	 	     0.000	 365	  03/81;
3331	  8440	<	     0.240	 	     0.000	1045	  11/92; both comp.;
3331	 22200	<	     6.000	 	     0.000	1045	  11/92; both comp.;
3331	109800	 	    24.000	 	     0.000	1226	  01-02/92; comp.S;
3331	236000	 	   690.000	 	     0.000	1297	  02/95-03/97; core of extended emission; both comp.;
3331	375000	 	  2300.000	 	     0.000	 993	  08/91;
3332	  1400	<	     1.000	 	     0.000	 385	  12/78;
3332	  1415	 	     1.200	 	     0.400	 746	  13 obs. 01/87-12/88;
3332	  1415	 	    23.650	 	     0.750	1037	  76 obs. 12/88-05/93;
3332	  1465	<	     0.700	 	     0.000	 512	  01/85;
3332	  1465	 	    24.200	 	     2.200	1118	  18 obs. 10/90-10/92;
3332	  2695	 	    26.200	 	     0.000	 199	  10/75;
3332	  2695	 	    25.600	<	     1.600	 385	  7 obs. 10/75-07/78; flare;
3332	  4885	 	     1.700	 	     1.400	 385	  4 obs. 07/78-02/79;
3332	  4885	 	    24.000	 	     0.000	 495	  10/83; unresolved;
3332	  4885	 	    24.900	 	     1.250	 512	  2 obs. 10/83-01/85;
3332	  4885	 	    22.700	 	    16.100	 515	  2 obs. 06/82-08/83; for astrometric purpose;
3332	  4885	 	    28.100	 	     1.100	1118	  99 obs. 01/85-08/93; covering 1 orbit;
3332	  4885	 	     1.220	 	     0.000	1139	  04/95;
3332	  4886	 	    25.400	 	     1.300	 746	  20 obs. 02/83-07/88;
3332	  4886	 	    20.800	 	     1.380	1037	  31 obs. 08/87-06/93;
3332	  4990	 	    15.000	 	     0.000	 824	  03/90;VLBI visibilities;size 7 mas;same data in (790);
3332	  8085	 	    21.000	 	     0.000	 199	  10/75;
3332	  8085	 	    20.600	<	     1.600	 385	  7 obs. 10/75-07/78; flare;
3332	  8440	 	     4.080	 	     0.000	1139	  04/95;
3332	 10600	<	    60.000	 	     0.000	 351	  72-79;
3332	 14965	 	     3.300	 	     0.000	 512	  01/85;
3332	 14965	 	    33.800	 	    17.100	 746	  2 obs. 02/83-10/84;
3332	 14965	 	    22.100	 	     2.000	1118	  94 obs. 01/85-08/93; covering 1 orbit;
3332	 14965	 	     7.300	 	     0.000	1139	  04/95;
3332	 43000	 	    12.800	 	     0.000	1139	  04/95;
3332	250000	 	    23.000	 	     0.000	 950	  2 obs. 12/86-03/89;
3333	  4885	<	     0.200	 	     0.000	 745	  02/85;
3333	  4995	<	     1.150	 	     0.000	 798	  10/88;
3333	  8440	 	     1.050	 	     0.180	 956	  3 obs. 10/89-05/91;
3334	  4885	 	     0.600	 	     0.000	 516	  08/82;
3334	250000	<	    16.000	 	     0.000	 950	  12/87-01/88;
3335	  5000	<	     2.600	<	     4.300	 669	  08-09/86-07/87;
3336	  4885	<	     0.600	 	     0.000	 516	  08/82;
3337	   610	<	    20.000	 	     0.000	 221	  02-08/73;
3337	  1415	<	     3.000	 	     0.000	 221	  03-06/71;
3337	  2695	<	    10.000	 	     0.000	 222	  /69;
3337	  4860	<	     0.200	 	     0.000	 656	  02/86;
3337	  4885	<	     0.210	 	     0.000	 731	  11/87;
3337	 22500	<	    75.000	 	     0.000	 563	  02/78;
3337	250000	<	    33.000	 	     0.000	 950	  12/86-01/87;
3338	  2700	<	    15.000	 	     0.000	 351	  04/74-06/78;
3338	  8100	<	    15.000	 	     0.000	 351	  04/74-06/78;
3338	 10690	<	     5.000	 	     0.000	 155	  07/73;
3339	  4860	<	     0.340	 	     0.000	 692	  /?;
3340	  4850	 	     0.280	<	     0.360	1278	  2 obs. 09-10/94;
3340	  4860	<	     0.400	 	     0.000	 692	  /?;
3340	  8450	 	     0.440	 	     0.000	1278	  09/94;
3340	 14950	<	     0.900	 	     0.000	1278	  09/94;
3341	250000	<	    13.000	 	     0.000	1400	  12/92;
3342	  8400	 	     0.060	 	     0.000	 797	  10/88;
3342	236000	<	    18.000	 	     0.000	1297	  02/95-03/97;
3342	350000	 	    98.000	 	     0.000	 847	  09/89;
3342	375000	 	    98.000	 	     0.000	 847	  09/89;
3343	  1490	 	   147.000	<	     1.500	 909	  22 obs.06/89-02/90;short term fluctuations;part (709);
3343	  4885	 	  1640.000	<	     0.450	 909	  31 obs.05/89-05/91;short term fluctuations;part (709);
3343	  8400	 	  1270.000	 	     0.450	 909	  26 obs.05/89-05/91;short term fluctuations;part (709);
3343	 14900	 	  1000.000	 	     1.500	 909	  24 obs.05/89-05/91;short term fluctuations;part (709);
3344	  4885	<	     0.120	 	     0.000	1264	  04/93;
3345	  8440	<	     0.090	 	     0.000	 952	  02/90;
3346	  4860	<	     0.420	 	     0.000	 692	  /?;
3347	  2700	<	    15.000	 	     0.000	 351	  04/74-06/78;
3347	  8100	<	    15.000	 	     0.000	 351	  04/74-06/78;
3347	 31000	<	   110.000	 	     0.000	 293	  01/77;
3348	  1465	 	     2.200	 	     1.900	 666	  2 obs. 07-10/87;
3348	  1490	 	     3.000	 	     1.430	 606	  6 obs. 08/85-05/86;
3348	  4885	 	    12.000	 	     4.100	 606	  8 obs. 07/85-05/86; part of data in (521);
3348	  4885	 	    11.000	 	     9.000	 666	  2 obs. 07-10/87;
3348	  8440	<	     0.500	 	     0.000	1294	  06/96;
3348	 14940	 	    63.400	 	    32.800	 606	  8 obs. 07/85-05/86;resolved;elliptical;expansion rate;
3348	 14965	 	    23.800	 	    15.900	 666	  2 obs. 07-10/87;
3348	 22460	 	   102.300	 	    49.500	 606	  5 obs. 08/85-02/86;
3348	 89600	 	   190.000	 	     0.000	 606	  05/86;
3348	230100	<	   360.000	 	     0.000	 606	  05/86;
3349	  4885	<	     0.400	 	     0.000	 516	  08/82;
3350	  4885	<	    10.000	 	     0.000	 629	  86/87;
3350	  4885	<	     0.600	<	     1.000	 470	  3 obs. 05-12/83;
3350	  4885	 	     0.970	 	     0.000	 690	  09/85;
3350	  5000	 	    15.000	 	     0.000	 379	  /81;
3350	  5000	 	    19.100	 	     9.700	 617	  37 obs. 81-84; 2nd value: (617) only lists the median;
3350	  8400	<	    42.800	 	     0.000	 690	  09/85;
3350	 14965	 	     2.130	 	     0.000	 690	  09/85;
3350	250000	<	    21.000	 	     0.000	 950	  12/87-01/88;
3351	   430	<	   240.000	 	     0.000	 217	  11-12/75;
3351	  1465	<	     0.560	 	     0.000	 579	  07/86; same data in (737);
3351	  4860	<	     1.000	 	     0.000	 678	  09/86-03/87;
3351	  4885	<	     0.350	 	     0.000	 579	  07/86; same data in (737);
3352	  4885	<	     1.000	 	     0.000	 376	  /79;
3352	  4885	<	     0.800	 	     0.000	 413	  02-09/80;
3352	  4885	<	     0.120	 	     0.000	 460	  11/83;
3352	  4885	<	     4.000	 	     0.000	 805	  05/80;
3352	  5000	<	    15.000	 	     0.000	 804	  /75?;
3352	 14800	<	     7.000	 	     0.000	 413	  09/80;
3352	 90000	 	   178.000	 	     0.000	 950	  01/87;
3352	230000	 	  2490.000	 	     0.000	 850	  02/89;
3352	250000	 	  1364.000	 	     0.000	 950	  12/86-01/87;
3352	345000	 	  4195.000	 	     0.000	 850	  02/89;
3353	  1420	<	    40.000	 	     0.000	1000	  07-08/85;
3353	 10600	<	    25.000	 	     0.000	 203	  02/73;
3354	 10600	<	    33.000	 	     0.000	 351	  72-79;
3355	  8440	<	     0.220	 	     0.000	1039	  06/93-02/94;
3356	  4850	 	     0.300	 	     0.270	1278	  2 obs. 09-10/94;
3356	  4860	<	     0.480	 	     0.000	 692	  /?;
3356	  8450	 	     0.530	 	     0.440	1278	  2 obs. 09-10/94;
3356	 14950	 	     0.900	 	     0.000	1278	  10/94;
3357	 10500	<	    15.000	 	     0.000	 210	  08/75;
3358	  1658	 	     5.580	 	     3.530	1162	  8 obs. 05/92-01/94;
3358	  4993	 	    11.500	 	     1.300	1162	  6 obs. 05-12/92; part of data in (944) and (874);
3358	  8400	 	     0.400	 	     0.000	 866	  05/92;
3358	 14965	 	     1.000	 	     0.000	 866	  05/92;
3358	 22500	 	     1.800	 	     0.000	 866	  05/92;
3358	150000	 	   690.000	<	   130.000	 954	  5 obs. 04/82-02/93; part of data in (870);
3358	230000	 	    69.000	 	     0.000	 868	  03/92;
3358	230000	 	  1030.000	 	   130.000	 954	  5 obs. 04/82-02/93; part of data in (870);
3358	275000	 	  1140.000	 	   100.000	 954	  5 obs. 04/82-02/93; part of data in (870);
3358	375000	 	  1430.000	 	    70.000	 954	  5 obs. 04/82-02/93; part of data in (870);
3359	  1420	<	     9.000	 	     0.000	1000	  07-08/85;
3359	  2695	<	     4.000	 	     0.000	  97	  09/73;
3359	  8085	<	    10.000	 	     0.000	  97	  09/73;
3360	  4860	<	     1.000	 	     0.000	 678	  09/86-03/87;
3361	  1490	<	     0.400	 	     0.000	1060	  05-08/88;
3361	  4860	 	     1.300	 	     0.000	1060	  05-08/88;
3361	  8440	 	     2.800	 	     0.000	1060	  08/88;
3361	 15000	 	     4.800	 	     0.000	1060	  06/93;
3361	233000	 	    43.000	 	     0.000	1060	  02/93;
3361	264000	 	    31.000	 	     0.000	1060	  03/93;
3361	394000	 	    51.000	 	     0.000	1060	  02/93;
3362	  1420	<	    10.000	 	     0.000	1000	  07-08/85;
3362	  4885	 	     0.670	 	     0.000	 358	  07/80;
3362	250000	<	    25.000	 	     0.000	 950	  03/89;
3363	  1420	<	    10.000	 	     0.000	1000	  07-08/85;
3363	  4860	 	     1.000	 	     0.000	 516	  04/84;
3363	  4885	 	     0.980	 	     0.000	 358	  07/80;
3363	 14940	 	     2.400	 	     0.000	 516	  04/84;
3363	 22000	 	     3.000	 	     0.000	 388	  09/81;
3363	250000	 	    29.000	 	     0.000	 950	  12/86-01/87;
3364	  1420	<	    12.000	 	     0.000	1000	  07-08/85;
3364	 31400	<	  1200.000	 	     0.000	 121	  01-02/73;
3364	 85300	<	  1800.000	 	     0.000	 121	  01-02/73;
3365	  1420	<	    15.000	 	     0.000	1000	  07-08/85;
3365	  1465	 	     4.400	 	     0.000	 462	  01/84;
3365	  1465	 	     3.000	 	     2.250	 786	  3 obs. 10/87-02/88;
3365	  4860	 	     1.800	 	     0.000	 343	  05/80, same data in (692);
3365	  4885	 	     6.300	 	     5.800	 462	  2 obs.07/83-01/84; detection of variability;
3365	  4885	 	     7.300	 	     0.000	 493	  7 obs. 09/84;
3365	  4885	 	     5.500	 	     0.000	 515	  08/83; for astrometric purpose;
3365	  4885	 	     5.100	 	     2.000	 638	  3 obs. 12/85-03/86;
3365	  4885	 	     7.730	 	     1.490	 786	  18 obs. 05/83-02/88;
3365	  4885	 	     7.500	 	     3.500	 994	  3 obs. 09/89-12/92;
3365	  4885	 	     5.150	 	     2.020	1139	  2 obs. 04/94-04/95;
3365	  4885	 	     6.730	 	     0.340	1248	  01/97;comp.A and comp.B;comp.B colliding winds source;
3365	  4885	 	     5.690	 	     2.480	1285	  2 obs. 07/91-05/93;
3365	  8440	 	     9.500	 	     4.900	 994	  6 obs. 05/90-12/92;
3365	  8440	 	     7.480	 	     3.330	1139	  2 obs. 04/94-04/95;
3365	  8440	 	     7.890	 	     0.310	1248	  12/96;comp.A and comp.B;comp.B colliding winds source;
3365	  8440	 	     7.240	 	     3.270	1285	  2 obs. 06/92-05/93;
3365	 14965	 	     7.400	 	     0.000	 462	  01/84;
3365	 14965	 	     8.400	 	     0.000	 493	  7 obs. 09/84;
3365	 14965	 	     9.410	 	     3.800	 786	  10 obs. 09/84-02/88;
3365	 14965	 	     8.800	 	     0.000	1139	  04/95;
3365	 43000	 	    14.300	 	     9.400	1139	  2 obs. 04/94-04/95;
3365	250000	 	    55.000	 	     0.000	 950	  2 obs. 12/86-01/88;
3366	    74	<	  6200.000	 	     0.000	 168	  71-73;
3366	    81	<	  2000.000	 	     0.000	  14	  09/72;
3366	   111	<	  3700.000	 	     0.000	 168	  71-73;
3366	   150	<	  3000.000	 	     0.000	  14	  09/72;
3366	   365	 	  7900.000	<	  1000.000	  45	  20 obs. 09-10/72;
3366	   408	 	  7000.000	<	   100.000	  59	  48 obs. 09/72;
3366	   408	 	   320.000	 	     0.000	 780	  07-08/85;
3366	   408	 	  3060.000	 	     0.000	1014	  01/86; interstellar scattering;
3366	   960	 	  3400.000	<	   200.000	1250	  05-07/97; monitored daily 50d; several flares:
3366	  1400	 	 14680.000	 	  1600.000	  52	  149 obs. 09-10/72;
3366	  1410	 	  7700.000	 	  1200.000	  13	  18 obs. 09/72;
3366	  1414	 	  7000.000	 	  1500.000	 422	  4 obs. 10/82;
3366	  1415	 	   230.000	 	    23.000	  16	  4 obs. 07/71-03/72; first radio detection;
3366	  1420	 	  7500.000	 	  1800.000	   5	  4 obs. 09/72;
3366	  1420	 	   122.000	 	     0.000	 780	  07-08/85; same data in (1000);
3366	  1450	 	 15000.000	 	     0.000	1098	  10/85; monitored 1 month; peak of flare;
3366	  1452	 	   635.000	 	   150.000	 658	  02/85; monitored for 12h; 2 flares;
3366	  1465	 	    16.000	 	     5.000	 450	  09-12/83; monitored for 23h; 4.8h period; flare;
3366	  1526	 	    50.000	 	     0.000	 773	  12/83;
3366	  1652	 	   610.000	 	   440.000	 658	  02/85; monitored for 6h; 1 flare;
3366	  1658	 	    60.000	 	    36.000	1081	  09/93; monitored for 40h; same data in (1149);
3366	  1665	 	  3240.000	 	     0.000	1050	  06/89; monitored for 1.5h; interstellar scattering;
3366	  1682	 	  7200.000	<	   500.000	  13	  31 obs. 09/72;
3366	  1692	 	  5100.000	 	     0.000	1014	  06/89; interstellar scattering;
3366	  2250	 	 17000.000	 	   121.000	 982	  04/91-05/92;monitored;giant flares and quiescent level
3366	  2250	 	 15000.000	<	     0.300	1012	  01/88-12/92; monitored daily; overlap with (982);
3366	  2250	 	  4950.000	<	    30.000	1093	  01/93-09/94;monitored daily;includes data from (1012);
3366	  2250	 	  8000.000	<	    12.000	1194	  01/94-03/96; monitored daily; flares;
3366	  2250	 	  5200.000	<	    12.000	1224	  02-03/94; detailed monitoring; several flares;
3366	  2250	 	   120.000	 	     0.000	1322	  09/97; flux average over a few hours; magnetic field;
3366	  2250	 	 18000.000	 	     1.500	1346	  1800 obs. 04/91-06/96; correlation with hard X-rays;
3366	  2290	 	  1050.000	 	     0.000	  12	  09/72;
3366	  2300	 	  3400.000	<	    15.000	1250	  05-07/97; monitored daily 50d; several flares:
3366	  2695	 	 15400.000	 	     8.000	   4	  216 obs. 05-09/72;
3366	  2695	 	 13300.000	 	   270.000	  60	  8 obs. 09/72; circular polarization;
3366	  2695	 	 14000.000	 	  5000.000	  61	  09/72; monitored for 5 days;
3366	  2695	 	   321.000	 	   121.000	  34	  50 obs. 04-05/72;
3366	  2695	 	 15700.000	 	  1800.000	  52	  50 obs. 09-10/72;
3366	  2695	 	 12000.000	 	   200.000	 112	  05/74; monitored for 15 days; polarization;
3366	  2695	<	  2000.000	 	     0.000	 130	  4 obs. 07/64;
3366	  2695	<	   300.000	 	     0.000	 130	  05/67;
3366	  2695	 	   150.000	 	    60.000	 178	  224 obs. 09/74;
3366	  2695	 	   101.000	 	    72.000	 201	  11 obs. 04/76;
3366	  2695	 	 13200.000	<	    40.000	 422	  37 obs. 09-10/82; monitoring results;
3366	  2695	 	 10600.000	 	    30.000	 561	  10/82-03/85;daily monitoring;list of individual flares
3366	  2695	 	 14000.000	 	  1000.000	 710	  several obs. 06/89;
3366	  2700	 	 12800.000	 	     0.000	  11	  09/72; polarization;
3366	  2700	 	 18000.000	<	  1000.000	  14	  09/72; monitored for 8 days;
3366	  3240	 	 23100.000	 	 11600.000	   3	  2 obs. 09/72;
3366	  3900	 	  4000.000	 	    16.000	1250	  05-07/97; monitored daily 50d; several flares:
3366	  4200	 	  8300.000	<	  1000.000	 110	  12/73-01/74; monitored for 24 days;
3366	  4200	 	 10200.000	 	  2000.000	 129	  60 obs. 05-06/74;
3366	  4200	 	 16300.000	 	 15800.000	 133	  2 obs. 08/75;
3366	  4210	 	  4700.000	 	     0.000	 114	  12/74; flare;
3366	  4210	 	  6000.000	<	  1000.000	 119	  6 obs. 12/74-01/75;
3366	  4800	 	   259.000	 	    53.000	 219	  16 obs. 08/76;
3366	  4800	 	  6200.000	 	  3000.000	 130	  41 obs. 05/74; part of data in (780);
3366	  4850	 	   163.000	 	     0.000	 809	  10/87;
3366	  4874	 	   150.000	 	     4.500	 673	  10/87; 2nd value for detected extended double source;
3366	  4885	 	  5000.000	 	  1000.000	 422	  4 obs. 10/82;
3366	  4885	 	    14.000	 	     5.000	 450	  09-12/83; monitored for 23h; 4.8h period; flare;
3366	  4885	 	   405.000	 	   100.000	 658	  02/85; monitored for 12h; 2 flares;
3366	  4885	 	  7500.000	 	  4900.000	1260	  4 obs. 01/91; total flux of VLBI obs.;flare structure;
3366	  4885	 	   116.000	 	    91.000	1383	  05/97;monitored 7h;N-S ejection with 0.6c;same (1323);
3366	  4930	<	  4000.000	 	     0.000	 130	  3 obs. 01/65;
3366	  4992	 	  7500.000	 	     0.000	1098	  10/85; monitored 1 month; peak of flare; VLBI 16 mas;
